"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","51/1767","193/9382",0.264248704663212,1.40304547093959,2.7252507193273,0.00553698364880229,0.01932407293432,0.0107242630671539,"ADCY6/ADCY9/AKT3/ARRB2/CCL3/CCL5/CCR7/CDC42/CRKL/CXCL1/CXCL2/CXCL3/CXCL8/GNAI1/GNAI2/GNAI3/GNB1/GNB4/GNG11/GNG5/GNG7/GRB2/GRK5/GSK3A/IKBKB/JAK2/JAK3/KRAS/NFKB1/NFKBIA/NFKBIB/NRAS/PARD3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PRKACB/PRKCZ/RAC1/RAP1A/RHOA/ROCK2/SOS1/SOS2/STAT1/STAT3/VAV1",51
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","41/1767","149/9382",0.275167785234899,1.46102103060205,2.73243816443576,0.00579704338533443,0.0199336424726526,0.011062555315844,"ADCY6/ADCY9/AGPAT5/AKT3/ARF1/CXCL8/CYTH3/CYTH4/DGKE/DGKZ/DNM3/GAB1/GNA13/GNAS/GRB2/INSR/KRAS/LPAR2/LPAR5/LPAR6/MAP2K2/NRAS/PDGFA/PDGFD/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIP5K1B/PLCB2/PLCB3/PLPP1/PRKCA/RALA/RHOA/RRAS2/SOS1/SOS2/SPHK1/TSC1",41
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","27/1767","89/9382",0.303370786516854,1.61076667747658,2.78869012120467,0.00582587831578959,0.0199336424726526,0.011062555315844,"ADCY6/ADCY9/GNA11/GNAI1/GNAI2/GNAI3/GNAS/GRB2/ITPR1/ITPR3/KRAS/MAP2K2/NRAS/PDGFA/PDGFD/PLCB2/PLCB3/PRKACB/PRKCA/PRKCG/PRKG2/SOS1/SOS2/TUBB1/TUBB2A/TUBB4B/TUBB6",27
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","43/1767","158/9382",0.272151898734177,1.44500798750654,2.71734381497999,0.00593860338186822,0.020122063886136,0.0111671233752044,"ANAPC1/ANAPC15/ANAPC4/ATM/ATR/ATRX/CDC27/CDK7/CDKN1B/CDKN2D/CDT1/CUL1/DBF4B/GADD45A/GADD45B/GADD45G/HDAC1/HDAC8/MAD2L1BP/MYC/NIPBL/ORC2/ORC3/ORC5/PDS5A/PPP2CA/PPP2R1A/PPP2R5A/PPP2R5C/PTTG1/RBL1/RBL2/SMAD2/SMAD3/SMAD4/SMC1B/STAG1/TGFB1/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ",43
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","18/1767","53/9382",0.339622641509434,1.80324823013102,2.82473723321243,0.00638398205396935,0.0211860724840257,0.0117576152527846,"ADCY6/ADCY9/AP2A1/ATP1A1/ATP1B3/ATP2B1/ATP2B4/CLTA/CLTB/CLTCL1/DNM3/FXYD2/GNAS/PLCB2/PLCB3/PRKACB/PRKCA/PRKCG",18
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagosome formation","29/1767","98/9382",0.295918367346939,1.57119757920146,2.73803956239155,0.00642915373686399,0.0211860724840257,0.0117576152527846,"ACTR3C/AKT3/ARPC2/ARPC3/ARPC4/ARPC5L/CDC42/CFL1/CFL2/CRKL/DOCK1/INPP5D/MARCKS/MARCKSL1/MYO10/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIP5K1B/PLPP1/PRKCA/PRKCG/RAC1/RPS6KB2/SPHK1/VASP/VAV1",29
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","56/1767","217/9382",0.258064516129032,1.37021012468737,2.65778479821437,0.00643473834758375,0.0211860724840257,0.0117576152527846,"ADCY6/ADCY9/AHR/AKT3/AR/ARNT/ARRB2/ATF4/BCL6/CACNA1A/CACNA1D/CACNA1F/CREB1/CREB3L4/CREB5/CYP1B1/DLL1/EPHX2/GNAI1/GNAI2/GNAI3/GNAS/GRB2/GSTA4/GSTO2/HSP90AA1/HSP90AB1/HSP90B1/JAK2/KPNA2/KPNA3/KPNA6/KRAS/MAP2K2/MGST1/MYC/NFKB1/NOTCH2/NRAS/PAQR8/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPARA/PRKACB/PRKCA/PRKCG/PTGES3/RPS6KB2/RXRB/SOS1/SOS2/STAT3/VEGFA",56
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","31/1767","107/9382",0.289719626168224,1.53828496474832,2.69746033923584,0.0069412891343644,0.0223035686052986,0.0123777910522544,"ACACB/AKT3/ATF4/CALM1/CPT1A/CREB1/CREB3L4/CREB5/GNAS/ITPR1/ITPR3/LDHB/PDE3B/PFKL/PGAM1/PHKA1/PLCB2/PLCB3/PPARA/PPP3CB/PPP3R1/PPP4C/PPP4R3A/PPP4R3B/PRKAB1/PRKACB/PRKAG2/PRMT1/PYGL/SIK2/SLC2A1",31
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","14/1767","38/9382",0.368421052631579,1.9561552437971,2.8448651391118,0.00694849661299492,0.0223035686052986,0.0123777910522544,"ATP1A1/ATP1B3/FXYD2/INSR/KRAS/NR3C2/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKCA/PRKCG/SGK1",14
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","37/1767","133/9382",0.278195488721804,1.47709681674475,2.66927204740471,0.00702418936835097,0.0223035686052986,0.0123777910522544,"CD48/FAS/GRB2/HCST/HLA-A/HLA-B/HLA-G/ICAM1/IFNAR1/IFNAR2/IFNGR2/ITGB2/KRAS/MAP2K2/NFATC2/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP3CB/PPP3R1/PRF1/PRKCA/PRKCG/PTPN6/RAC1/SH2D1A/SH3BP2/SOS1/SOS2/TNF/TNFRSF10B/TNFSF10/VAV1/ZAP70",37
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","58/1767","227/9382",0.255506607929515,1.3566287467995,2.62004041575212,0.00702977807043795,0.0223035686052986,0.0123777910522544,"ACP1/AHR/AKT3/ARNT/CAT/COX4I1/COX5A/COX6A1/COX6B1/COX6C/COX7A2/COX7B/COX8A/CYBA/CYC1/CYP1B1/EPHX2/GRB2/GSTA4/GSTO2/HIF1A/IKBKB/KRAS/MAP2K2/MAP3K5/MGST1/NDUFA4/NDUFA6/NDUFB11/NDUFB9/NDUFS6/NDUFV1/NDUFV2/NDUFV3/NFE2L2/NFKB1/NFKBIA/NQO1/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPIF/PRKD3/PTPN1/RAC1/SDHB/SLC25A5/SLC26A2/SOS1/SOS2/UQCRB/UQCRC1/UQCRFS1/VDAC1/VEGFA",58
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","20/1767","62/9382",0.32258064516129,1.71276265585921,2.71231867925059,0.0079367748956488,0.0249543643115444,0.0138489007188182,"ADCY6/ADCY9/AKT3/CAT/HDAC1/HSPA1B/HSPA1L/IGF1R/INSR/KRAS/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKAB1/PRKACB/PRKAG2/RPS6KB2",20
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","42/1767","157/9382",0.267515923566879,1.42039297957242,2.55876253091073,0.00890464009610812,0.027747494585194,0.0153990016699614,"ACTB/ACTG1/APC2/BIRC3/BMP6/BMPR1B/BTRC/CDH1/CTNNB1/DLG1/DLG2/DLG5/DVL2/FZD1/FZD3/FZD4/FZD8/ITGB2/LATS2/LIMD1/MOB1A/MYC/PARD3/PATJ/PPP1CA/PPP1CC/PPP2CA/PPP2R1A/PRKCZ/SERPINE1/SMAD2/SMAD3/SMAD4/STK3/TCF7/TGFB1/TP53BP2/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ",42
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","39/1767","144/9382",0.270833333333333,1.43800697981513,2.55141548614482,0.00925185774213483,0.0285743216991598,0.0158578651565236,"ACACB/ACOX3/ADIPOR1/AKT3/ALDH1B1/ALDH3A2/C3AR1/C5/C5AR1/CPT1A/CTNNB1/CXCL1/CXCL2/CXCL3/CXCL8/FAS/FASN/IKBKB/IL17RC/IRAK1/IRAK4/MAP2K3/MAP2K6/MAP3K5/MLYCD/MYD88/NFKB1/NFKBIA/PPARA/PRKAB1/PRKAG2/SCD/SCD5/SREBF1/TAB1/TCF7/TICAM1/TNF/TRAF6",39
